Running ibex deisgn in sky130hs
5000 runs will be executed
['CLK_PERIOD', 'CORE_UTILIZATION', 'ASPECT_RATIO', 'GP_PAD', 'DP_PAD', 'LAYER_ADJUST', 'PLACE_DENSITY', 'FLATTEN', 'ABC_CLOCK_PERIOD', 'PINS_DISTANCE', 'CTS_CLUSTER_SIZE', 'CTS_CLUSTER_DIAMETER', 'GR_OVERFLOW']
[5.9035, 34.0, 0.808, 2.0, 0.0, 0.4, 0.72, 1.0, 5000.0, 2.0, 14.0, 90.0, 1.0]
[5.3656, 36.0, 0.871, 2.0, 1.0, 0.4, 0.69, 1.0, 5000.0, 2.0, 11.0, 108.0, 1.0]
[6.9368, 25.0, 0.901, 4.0, 3.0, 0.4, 0.5, 0.0, 5000.0, 2.0, 24.0, 88.0, 1.0]
[5.278, 31.0, 0.969, 3.0, 2.0, 0.4, 0.12, 1.0, 5000.0, 2.0, 17.0, 104.0, 1.0]
[5.9995, 25.0, 0.792, 4.0, 2.0, 0.2, 0.3, 0.0, 5000.0, 2.0, 39.0, 117.0, 1.0]
[7.1179, 28.0, 0.859, 4.0, 1.0, 0.4, 0.24, 0.0, 5000.0, 2.0, 23.0, 119.0, 1.0]
[6.8399, 28.0, 0.906, 3.0, 3.0, 0.4, 0.35, 0.0, 5000.0, 3.0, 13.0, 98.0, 1.0]
[5.971, 32.0, 0.731, 4.0, 2.0, 0.2, 0.53, 0.0, 5000.0, 2.0, 34.0, 87.0, 1.0]
[6.9257, 25.0, 0.931, 3.0, 3.0, 0.2, 0.37, 1.0, 5000.0, 1.0, 25.0, 99.0, 1.0]
[7.0415, 33.0, 0.703, 4.0, 3.0, 0.7, 0.5, 0.0, 5000.0, 1.0, 35.0, 113.0, 1.0]
[5.6003, 33.0, 0.888, 4.0, 2.0, 0.3, 0.56, 1.0, 5000.0, 2.0, 26.0, 109.0, 1.0]
[5.7122, 35.0, 0.885, 1.0, 1.0, 0.7, 0.42, 0.0, 5000.0, 2.0, 16.0, 105.0, 1.0]
[5.1919, 33.0, 0.907, 0.0, 1.0, 0.4, 0.35, 1.0, 5000.0, 3.0, 34.0, 114.0, 1.0]
[5.845, 36.0, 0.885, 0.0, 2.0, 0.7, 0.36, 0.0, 5000.0, 2.0, 15.0, 110.0, 1.0]
[5.9985, 29.0, 0.965, 4.0, 3.0, 0.6, 0.36, 0.0, 5000.0, 2.0, 25.0, 90.0, 1.0]
[7.7035, 27.0, 0.932, 3.0, 2.0, 0.3, 0.94, 0.0, 5000.0, 2.0, 17.0, 113.0, 1.0]
[5.9171, 26.0, 0.846, 2.0, 2.0, 0.5, 0.43, 0.0, 5000.0, 1.0, 34.0, 85.0, 1.0]
[6.8809, 30.0, 0.911, 0.0, 3.0, 0.2, 0.8, 0.0, 5000.0, 1.0, 25.0, 98.0, 1.0]
[6.5454, 28.0, 0.76, 2.0, 3.0, 0.2, 0.41, 1.0, 5000.0, 3.0, 32.0, 113.0, 1.0]
[7.5141, 26.0, 0.728, 4.0, 0.0, 0.2, 0.97, 0.0, 5000.0, 1.0, 30.0, 103.0, 1.0]
[5.7794, 33.0, 0.839, 2.0, 3.0, 0.4, 0.95, 0.0, 5000.0, 2.0, 21.0, 110.0, 1.0]
[5.9764, 35.0, 0.806, 2.0, 3.0, 0.6, 0.1, 1.0, 5000.0, 2.0, 20.0, 102.0, 1.0]
[5.4867, 30.0, 0.83, 1.0, 3.0, 0.3, 0.77, 0.0, 5000.0, 3.0, 39.0, 83.0, 1.0]
[6.4218, 33.0, 0.805, 2.0, 2.0, 0.7, 0.34, 1.0, 5000.0, 2.0, 21.0, 107.0, 1.0]
[6.9904, 26.0, 0.77, 3.0, 3.0, 0.4, 0.91, 0.0, 5000.0, 2.0, 26.0, 93.0, 1.0]
[6.7884, 32.0, 0.709, 4.0, 1.0, 0.4, 0.29, 0.0, 5000.0, 2.0, 34.0, 80.0, 1.0]
[7.0, 34.0, 0.884, 3.0, 3.0, 0.6, 0.38, 1.0, 5000.0, 2.0, 14.0, 114.0, 1.0]
[7.738, 27.0, 0.939, 4.0, 2.0, 0.5, 0.33, 0.0, 5000.0, 1.0, 17.0, 85.0, 1.0]
[6.9123, 27.0, 0.909, 3.0, 3.0, 0.4, 0.73, 1.0, 5000.0, 3.0, 20.0, 91.0, 1.0]
[7.16, 31.0, 0.939, 4.0, 3.0, 0.5, 0.13, 0.0, 5000.0, 1.0, 10.0, 120.0, 1.0]
[5.3134, 25.0, 0.865, 3.0, 4.0, 0.6, 0.93, 1.0, 5000.0, 2.0, 21.0, 117.0, 1.0]
[7.3463, 32.0, 0.769, 0.0, 2.0, 0.3, 0.58, 1.0, 5000.0, 2.0, 16.0, 92.0, 1.0]
[5.3845, 33.0, 0.74, 4.0, 3.0, 0.6, 0.47, 0.0, 5000.0, 3.0, 32.0, 87.0, 1.0]
[6.5529, 36.0, 0.781, 3.0, 2.0, 0.5, 0.45, 0.0, 5000.0, 2.0, 27.0, 84.0, 1.0]
[5.6315, 30.0, 0.75, 2.0, 3.0, 0.7, 0.6, 0.0, 5000.0, 2.0, 16.0, 100.0, 1.0]
[5.9864, 27.0, 0.715, 0.0, 0.0, 0.6, 0.61, 0.0, 5000.0, 1.0, 30.0, 115.0, 1.0]
[6.9324, 27.0, 0.837, 3.0, 3.0, 0.3, 0.94, 0.0, 5000.0, 2.0, 15.0, 104.0, 1.0]
[7.6053, 32.0, 0.882, 4.0, 4.0, 0.7, 0.66, 1.0, 5000.0, 1.0, 23.0, 84.0, 1.0]
[5.719, 28.0, 0.779, 0.0, 3.0, 0.7, 0.44, 1.0, 5000.0, 2.0, 30.0, 90.0, 1.0]
[5.3566, 28.0, 0.748, 2.0, 4.0, 0.5, 0.49, 1.0, 5000.0, 2.0, 13.0, 94.0, 1.0]
[6.318, 28.0, 0.873, 1.0, 3.0, 0.2, 0.74, 1.0, 5000.0, 3.0, 32.0, 104.0, 1.0]
[7.0897, 32.0, 0.866, 3.0, 1.0, 0.6, 0.91, 0.0, 5000.0, 1.0, 20.0, 118.0, 1.0]
[5.1215, 31.0, 0.996, 1.0, 3.0, 0.4, 0.3, 1.0, 5000.0, 2.0, 39.0, 84.0, 1.0]
[6.7358, 30.0, 0.839, 1.0, 0.0, 0.4, 0.98, 0.0, 5000.0, 2.0, 39.0, 114.0, 1.0]
[5.841, 33.0, 0.715, 3.0, 2.0, 0.3, 0.23, 0.0, 5000.0, 2.0, 34.0, 110.0, 1.0]
[6.3445, 27.0, 0.849, 1.0, 4.0, 0.4, 0.13, 1.0, 5000.0, 1.0, 22.0, 99.0, 1.0]
[6.0202, 35.0, 0.781, 2.0, 3.0, 0.5, 0.88, 1.0, 5000.0, 3.0, 30.0, 94.0, 1.0]
[6.3753, 30.0, 0.872, 2.0, 1.0, 0.3, 0.48, 1.0, 5000.0, 1.0, 33.0, 83.0, 1.0]
[5.9044, 32.0, 0.717, 3.0, 3.0, 0.4, 0.21, 0.0, 5000.0, 3.0, 37.0, 91.0, 1.0]
[6.0849, 31.0, 0.792, 3.0, 1.0, 0.3, 0.78, 0.0, 5000.0, 1.0, 27.0, 119.0, 1.0]
[6.9063, 30.0, 0.959, 1.0, 2.0, 0.5, 0.53, 0.0, 5000.0, 2.0, 38.0, 95.0, 1.0]
[6.9741, 29.0, 0.852, 3.0, 3.0, 0.7, 0.98, 1.0, 5000.0, 3.0, 11.0, 117.0, 1.0]
[6.156, 29.0, 0.832, 0.0, 2.0, 0.2, 0.95, 1.0, 5000.0, 3.0, 33.0, 116.0, 1.0]
[7.2793, 26.0, 0.728, 2.0, 1.0, 0.6, 0.84, 1.0, 5000.0, 3.0, 34.0, 119.0, 1.0]
[5.5399, 31.0, 0.764, 3.0, 1.0, 0.2, 0.64, 0.0, 5000.0, 3.0, 19.0, 96.0, 1.0]
[7.414, 29.0, 0.731, 1.0, 3.0, 0.4, 0.51, 1.0, 5000.0, 2.0, 32.0, 93.0, 1.0]
[6.2066, 33.0, 0.876, 2.0, 3.0, 0.3, 0.59, 0.0, 5000.0, 1.0, 35.0, 87.0, 1.0]
[5.612, 27.0, 0.823, 3.0, 2.0, 0.2, 0.54, 0.0, 5000.0, 3.0, 28.0, 81.0, 1.0]
[5.4821, 27.0, 0.866, 3.0, 0.0, 0.1, 0.25, 1.0, 5000.0, 2.0, 27.0, 87.0, 1.0]
[7.0369, 30.0, 0.769, 2.0, 2.0, 0.6, 0.93, 0.0, 5000.0, 1.0, 35.0, 85.0, 1.0]
[5.8635, 29.0, 0.92, 1.0, 0.0, 0.2, 0.24, 0.0, 5000.0, 2.0, 29.0, 83.0, 1.0]
[5.6401, 29.0, 0.833, 0.0, 2.0, 0.7, 0.36, 1.0, 5000.0, 2.0, 26.0, 101.0, 1.0]
[7.1588, 27.0, 0.817, 4.0, 0.0, 0.5, 0.22, 0.0, 5000.0, 3.0, 13.0, 116.0, 1.0]
[6.6317, 26.0, 0.928, 3.0, 0.0, 0.4, 0.33, 0.0, 5000.0, 2.0, 18.0, 93.0, 1.0]
[5.5848, 27.0, 0.98, 1.0, 4.0, 0.6, 0.97, 0.0, 5000.0, 2.0, 16.0, 97.0, 1.0]
[5.8335, 28.0, 0.866, 4.0, 2.0, 0.6, 0.49, 0.0, 5000.0, 2.0, 38.0, 86.0, 1.0]
[5.6923, 30.0, 0.958, 4.0, 1.0, 0.7, 0.72, 0.0, 5000.0, 3.0, 22.0, 105.0, 1.0]
[7.0063, 27.0, 0.88, 1.0, 1.0, 0.5, 0.15, 1.0, 5000.0, 2.0, 19.0, 89.0, 1.0]
[5.0783, 28.0, 0.861, 1.0, 3.0, 0.4, 0.7, 0.0, 5000.0, 3.0, 40.0, 94.0, 1.0]
[6.6507, 36.0, 0.712, 3.0, 2.0, 0.6, 1.0, 1.0, 5000.0, 2.0, 12.0, 107.0, 1.0]
[6.5677, 31.0, 0.776, 0.0, 4.0, 0.6, 0.11, 0.0, 5000.0, 2.0, 19.0, 119.0, 1.0]
[5.4674, 28.0, 0.972, 1.0, 3.0, 0.7, 0.55, 1.0, 5000.0, 2.0, 13.0, 107.0, 1.0]
[5.4291, 30.0, 0.966, 4.0, 1.0, 0.6, 0.43, 1.0, 5000.0, 3.0, 33.0, 103.0, 1.0]
[6.0616, 32.0, 0.878, 4.0, 2.0, 0.7, 0.95, 0.0, 5000.0, 3.0, 30.0, 96.0, 1.0]
[7.526, 31.0, 0.78, 2.0, 1.0, 0.4, 0.7, 0.0, 5000.0, 2.0, 14.0, 89.0, 1.0]
[6.5152, 34.0, 0.861, 1.0, 2.0, 0.3, 0.47, 0.0, 5000.0, 2.0, 18.0, 108.0, 1.0]
[6.0283, 30.0, 0.999, 0.0, 3.0, 0.4, 0.27, 0.0, 5000.0, 1.0, 32.0, 93.0, 1.0]
[5.3715, 32.0, 0.876, 2.0, 1.0, 0.5, 0.82, 0.0, 5000.0, 3.0, 24.0, 84.0, 1.0]
[5.419, 28.0, 0.846, 0.0, 1.0, 0.5, 0.84, 1.0, 5000.0, 2.0, 17.0, 92.0, 1.0]
[5.3456, 32.0, 0.763, 3.0, 1.0, 0.5, 0.73, 1.0, 5000.0, 1.0, 22.0, 102.0, 1.0]
[5.9465, 30.0, 0.807, 1.0, 2.0, 0.4, 0.67, 0.0, 5000.0, 2.0, 32.0, 103.0, 1.0]
[6.8646, 29.0, 0.75, 3.0, 3.0, 0.4, 0.57, 0.0, 5000.0, 1.0, 29.0, 91.0, 1.0]
[5.5876, 35.0, 0.884, 2.0, 2.0, 0.3, 0.51, 0.0, 5000.0, 2.0, 25.0, 110.0, 1.0]
[5.8099, 33.0, 0.879, 2.0, 2.0, 0.4, 0.56, 0.0, 5000.0, 1.0, 22.0, 98.0, 1.0]
[6.8785, 27.0, 0.794, 1.0, 0.0, 0.4, 0.66, 1.0, 5000.0, 2.0, 39.0, 99.0, 1.0]
[6.3867, 28.0, 0.912, 2.0, 4.0, 0.5, 0.2, 0.0, 5000.0, 2.0, 12.0, 86.0, 1.0]
[7.0357, 29.0, 0.952, 4.0, 0.0, 0.3, 0.1, 0.0, 5000.0, 2.0, 10.0, 105.0, 1.0]
[6.1966, 32.0, 0.815, 3.0, 1.0, 0.4, 0.64, 1.0, 5000.0, 2.0, 28.0, 101.0, 1.0]
[5.1864, 28.0, 0.938, 2.0, 2.0, 0.6, 0.82, 0.0, 5000.0, 2.0, 15.0, 112.0, 1.0]
[5.2355, 28.0, 0.716, 0.0, 3.0, 0.2, 0.51, 0.0, 5000.0, 3.0, 31.0, 116.0, 1.0]
[5.4918, 32.0, 0.717, 2.0, 2.0, 0.6, 0.42, 0.0, 5000.0, 3.0, 12.0, 91.0, 1.0]
[6.2163, 34.0, 0.725, 1.0, 3.0, 0.6, 0.95, 1.0, 5000.0, 1.0, 14.0, 85.0, 1.0]
[6.4757, 34.0, 0.754, 2.0, 3.0, 0.6, 0.22, 0.0, 5000.0, 2.0, 32.0, 93.0, 1.0]
[6.5911, 31.0, 0.967, 3.0, 1.0, 0.4, 0.9, 0.0, 5000.0, 2.0, 32.0, 109.0, 1.0]
[6.1546, 33.0, 0.994, 3.0, 0.0, 0.6, 0.74, 0.0, 5000.0, 1.0, 18.0, 112.0, 1.0]
[6.5257, 32.0, 0.973, 2.0, 2.0, 0.3, 0.97, 1.0, 5000.0, 2.0, 14.0, 86.0, 1.0]
[6.6038, 26.0, 0.808, 3.0, 2.0, 0.4, 0.37, 0.0, 5000.0, 2.0, 12.0, 92.0, 1.0]
[5.8853, 34.0, 0.929, 2.0, 2.0, 0.6, 0.26, 0.0, 5000.0, 2.0, 37.0, 99.0, 1.0]
[5.1936, 30.0, 0.922, 4.0, 3.0, 0.7, 0.38, 0.0, 5000.0, 2.0, 15.0, 107.0, 1.0]
[5.6209, 30.0, 0.748, 4.0, 2.0, 0.4, 0.26, 1.0, 5000.0, 2.0, 30.0, 88.0, 1.0]
[5.9562, 28.0, 0.934, 1.0, 1.0, 0.5, 0.47, 1.0, 5000.0, 3.0, 40.0, 107.0, 1.0]
[7.0121, 29.0, 0.745, 1.0, 0.0, 0.6, 0.19, 1.0, 5000.0, 2.0, 36.0, 98.0, 1.0]
[6.7141, 26.0, 0.822, 2.0, 1.0, 0.7, 0.97, 0.0, 5000.0, 1.0, 15.0, 112.0, 1.0]
[5.3734, 32.0, 0.912, 3.0, 2.0, 0.2, 0.52, 1.0, 5000.0, 1.0, 16.0, 94.0, 1.0]
[7.2654, 32.0, 0.917, 2.0, 1.0, 0.2, 0.34, 1.0, 5000.0, 1.0, 27.0, 109.0, 1.0]
[6.5703, 28.0, 0.846, 3.0, 2.0, 0.2, 0.38, 1.0, 5000.0, 1.0, 21.0, 95.0, 1.0]
[6.5072, 29.0, 0.957, 1.0, 3.0, 0.5, 0.99, 1.0, 5000.0, 2.0, 17.0, 98.0, 1.0]
[6.6238, 32.0, 0.92, 2.0, 1.0, 0.6, 0.48, 1.0, 5000.0, 3.0, 20.0, 116.0, 1.0]
[7.0017, 32.0, 0.731, 1.0, 1.0, 0.2, 0.95, 1.0, 5000.0, 2.0, 17.0, 112.0, 1.0]
[6.1159, 32.0, 0.998, 3.0, 3.0, 0.3, 0.87, 0.0, 5000.0, 2.0, 24.0, 81.0, 1.0]
[6.0016, 32.0, 0.862, 2.0, 1.0, 0.3, 0.96, 1.0, 5000.0, 2.0, 30.0, 116.0, 1.0]
[6.5004, 32.0, 0.969, 2.0, 3.0, 0.6, 0.65, 0.0, 5000.0, 2.0, 24.0, 83.0, 1.0]
[7.3907, 28.0, 0.974, 3.0, 0.0, 0.5, 0.63, 1.0, 5000.0, 3.0, 33.0, 120.0, 1.0]
[5.4128, 33.0, 0.847, 3.0, 0.0, 0.4, 0.14, 1.0, 5000.0, 2.0, 15.0, 100.0, 1.0]
[6.8215, 30.0, 0.805, 3.0, 2.0, 0.7, 0.27, 1.0, 5000.0, 2.0, 39.0, 114.0, 1.0]
[6.6969, 28.0, 0.744, 1.0, 4.0, 0.2, 0.5, 0.0, 5000.0, 3.0, 11.0, 82.0, 1.0]
[5.6565, 32.0, 0.778, 2.0, 2.0, 0.3, 0.31, 1.0, 5000.0, 1.0, 33.0, 91.0, 1.0]
[5.8352, 27.0, 0.921, 0.0, 0.0, 0.6, 0.85, 0.0, 5000.0, 3.0, 22.0, 120.0, 1.0]
[6.477, 33.0, 0.948, 3.0, 0.0, 0.3, 0.76, 0.0, 5000.0, 1.0, 27.0, 87.0, 1.0]
[5.2118, 32.0, 0.746, 3.0, 0.0, 0.5, 0.27, 1.0, 5000.0, 1.0, 16.0, 106.0, 1.0]
[6.8466, 33.0, 0.813, 1.0, 3.0, 0.3, 0.65, 0.0, 5000.0, 3.0, 12.0, 101.0, 1.0]
[7.3529, 29.0, 1.0, 3.0, 3.0, 0.5, 0.29, 1.0, 5000.0, 2.0, 25.0, 120.0, 1.0]
[5.0836, 33.0, 0.714, 0.0, 3.0, 0.2, 0.63, 1.0, 5000.0, 2.0, 16.0, 113.0, 1.0]
[6.049, 30.0, 0.752, 0.0, 0.0, 0.1, 0.85, 1.0, 5000.0, 2.0, 19.0, 99.0, 1.0]
[6.8123, 31.0, 0.818, 3.0, 3.0, 0.5, 0.71, 1.0, 5000.0, 1.0, 39.0, 103.0, 1.0]
[5.5581, 30.0, 0.903, 3.0, 2.0, 0.6, 0.47, 1.0, 5000.0, 3.0, 36.0, 81.0, 1.0]
[7.3068, 28.0, 0.752, 2.0, 2.0, 0.6, 0.75, 0.0, 5000.0, 2.0, 37.0, 115.0, 1.0]
[6.9565, 28.0, 0.946, 1.0, 2.0, 0.6, 0.56, 1.0, 5000.0, 3.0, 26.0, 90.0, 1.0]
[6.6503, 26.0, 0.747, 3.0, 3.0, 0.3, 0.11, 1.0, 5000.0, 2.0, 25.0, 100.0, 1.0]
[6.7345, 26.0, 0.888, 1.0, 1.0, 0.5, 0.71, 0.0, 5000.0, 1.0, 19.0, 92.0, 1.0]
[5.5144, 31.0, 0.811, 3.0, 4.0, 0.4, 0.75, 1.0, 5000.0, 3.0, 31.0, 109.0, 1.0]
[5.1252, 27.0, 0.947, 0.0, 1.0, 0.4, 0.86, 0.0, 5000.0, 2.0, 39.0, 106.0, 1.0]
[6.3522, 28.0, 0.928, 2.0, 3.0, 0.7, 0.26, 1.0, 5000.0, 2.0, 27.0, 106.0, 1.0]
[6.4614, 29.0, 0.973, 0.0, 4.0, 0.3, 0.12, 0.0, 5000.0, 3.0, 35.0, 91.0, 1.0]
[6.3629, 31.0, 0.78, 1.0, 2.0, 0.4, 0.62, 0.0, 5000.0, 2.0, 27.0, 112.0, 1.0]
[6.944, 28.0, 0.948, 1.0, 1.0, 0.6, 0.8, 1.0, 5000.0, 2.0, 22.0, 91.0, 1.0]
[6.4234, 29.0, 0.868, 0.0, 4.0, 0.2, 0.48, 1.0, 5000.0, 2.0, 19.0, 113.0, 1.0]
[6.4956, 29.0, 0.935, 3.0, 3.0, 0.5, 0.19, 1.0, 5000.0, 2.0, 37.0, 103.0, 1.0]
[5.7358, 30.0, 0.848, 2.0, 3.0, 0.2, 0.68, 0.0, 5000.0, 2.0, 21.0, 81.0, 1.0]
[5.6457, 29.0, 0.913, 3.0, 3.0, 0.6, 0.63, 1.0, 5000.0, 2.0, 20.0, 118.0, 1.0]
[5.9401, 29.0, 0.727, 2.0, 2.0, 0.2, 0.13, 1.0, 5000.0, 3.0, 22.0, 110.0, 1.0]
[6.0627, 32.0, 0.825, 3.0, 2.0, 0.1, 0.39, 0.0, 5000.0, 3.0, 37.0, 94.0, 1.0]
[5.954, 31.0, 0.976, 2.0, 0.0, 0.3, 0.43, 0.0, 5000.0, 2.0, 37.0, 114.0, 1.0]
[6.1025, 29.0, 0.973, 2.0, 3.0, 0.2, 0.6, 0.0, 5000.0, 1.0, 28.0, 84.0, 1.0]
[5.0887, 35.0, 0.768, 3.0, 3.0, 0.6, 0.82, 1.0, 5000.0, 2.0, 15.0, 114.0, 1.0]
[6.7637, 26.0, 0.888, 3.0, 1.0, 0.6, 0.88, 0.0, 5000.0, 3.0, 18.0, 119.0, 1.0]
[6.818, 28.0, 0.811, 3.0, 3.0, 0.1, 0.43, 1.0, 5000.0, 1.0, 32.0, 110.0, 1.0]
[5.5738, 28.0, 0.977, 3.0, 2.0, 0.4, 0.91, 1.0, 5000.0, 1.0, 24.0, 92.0, 1.0]
[5.5478, 31.0, 0.766, 1.0, 3.0, 0.3, 0.42, 1.0, 5000.0, 2.0, 21.0, 84.0, 1.0]
[5.3543, 29.0, 0.871, 2.0, 3.0, 0.7, 0.3, 0.0, 5000.0, 2.0, 38.0, 104.0, 1.0]
[5.2981, 33.0, 0.998, 3.0, 2.0, 0.2, 0.92, 1.0, 5000.0, 3.0, 31.0, 94.0, 1.0]
[6.6156, 28.0, 0.811, 3.0, 3.0, 0.2, 0.58, 0.0, 5000.0, 2.0, 21.0, 83.0, 1.0]
[7.2145, 32.0, 0.84, 3.0, 4.0, 0.4, 0.59, 0.0, 5000.0, 3.0, 12.0, 90.0, 1.0]
[6.0699, 28.0, 0.871, 0.0, 3.0, 0.5, 0.49, 1.0, 5000.0, 2.0, 39.0, 82.0, 1.0]
[6.2857, 29.0, 0.759, 0.0, 3.0, 0.6, 0.71, 0.0, 5000.0, 2.0, 36.0, 105.0, 1.0]
[7.1206, 26.0, 0.858, 4.0, 1.0, 0.5, 0.64, 0.0, 5000.0, 1.0, 23.0, 85.0, 1.0]
[6.4692, 33.0, 0.77, 4.0, 1.0, 0.1, 0.58, 1.0, 5000.0, 2.0, 13.0, 120.0, 1.0]
[5.0283, 31.0, 0.7, 1.0, 1.0, 0.5, 0.74, 1.0, 5000.0, 2.0, 33.0, 114.0, 1.0]
[5.9202, 32.0, 0.761, 1.0, 3.0, 0.2, 0.74, 1.0, 5000.0, 2.0, 28.0, 90.0, 1.0]
[5.257, 30.0, 0.945, 4.0, 3.0, 0.1, 0.33, 1.0, 5000.0, 1.0, 36.0, 89.0, 1.0]
[5.7267, 34.0, 0.916, 3.0, 4.0, 0.1, 0.92, 1.0, 5000.0, 2.0, 13.0, 101.0, 1.0]
[5.5164, 31.0, 0.781, 1.0, 2.0, 0.5, 0.42, 1.0, 5000.0, 2.0, 30.0, 86.0, 1.0]
[6.2461, 33.0, 0.927, 1.0, 3.0, 0.4, 0.24, 0.0, 5000.0, 2.0, 18.0, 112.0, 1.0]
[5.7075, 32.0, 0.93, 1.0, 1.0, 0.3, 0.94, 0.0, 5000.0, 2.0, 12.0, 115.0, 1.0]
[6.3038, 32.0, 0.985, 3.0, 2.0, 0.1, 0.71, 1.0, 5000.0, 2.0, 31.0, 107.0, 1.0]
[6.5214, 31.0, 0.95, 1.0, 1.0, 0.2, 0.97, 1.0, 5000.0, 2.0, 22.0, 101.0, 1.0]
[5.6849, 37.0, 0.727, 3.0, 3.0, 0.2, 0.22, 1.0, 5000.0, 1.0, 23.0, 83.0, 1.0]
[7.0818, 33.0, 0.78, 2.0, 2.0, 0.4, 0.66, 0.0, 5000.0, 3.0, 37.0, 83.0, 1.0]
[6.616, 29.0, 0.733, 3.0, 1.0, 0.5, 0.94, 0.0, 5000.0, 1.0, 16.0, 108.0, 1.0]
[5.8316, 26.0, 0.934, 1.0, 0.0, 0.4, 0.35, 1.0, 5000.0, 3.0, 31.0, 86.0, 1.0]
[5.3392, 31.0, 0.973, 1.0, 1.0, 0.4, 0.19, 0.0, 5000.0, 3.0, 13.0, 105.0, 1.0]
[5.1512, 31.0, 0.866, 4.0, 2.0, 0.7, 0.54, 1.0, 5000.0, 1.0, 32.0, 102.0, 1.0]
[6.0722, 27.0, 0.978, 4.0, 2.0, 0.3, 0.13, 0.0, 5000.0, 2.0, 13.0, 93.0, 1.0]
[7.7811, 25.0, 0.958, 2.0, 2.0, 0.6, 0.26, 1.0, 5000.0, 3.0, 20.0, 97.0, 1.0]
[7.1745, 26.0, 0.852, 2.0, 1.0, 0.3, 0.55, 0.0, 5000.0, 1.0, 37.0, 81.0, 1.0]
[7.0207, 28.0, 0.92, 3.0, 2.0, 0.4, 0.67, 0.0, 5000.0, 1.0, 19.0, 112.0, 1.0]
[6.4261, 28.0, 0.734, 2.0, 2.0, 0.6, 0.77, 1.0, 5000.0, 1.0, 11.0, 95.0, 1.0]
[5.2249, 33.0, 0.757, 0.0, 1.0, 0.2, 0.56, 0.0, 5000.0, 2.0, 28.0, 81.0, 1.0]
[6.7767, 32.0, 0.836, 4.0, 2.0, 0.2, 0.29, 1.0, 5000.0, 2.0, 21.0, 87.0, 1.0]
[6.8724, 31.0, 0.752, 0.0, 2.0, 0.4, 0.79, 1.0, 5000.0, 1.0, 27.0, 80.0, 1.0]
[6.2905, 26.0, 0.765, 1.0, 1.0, 0.5, 0.17, 0.0, 5000.0, 3.0, 35.0, 83.0, 1.0]
[6.4309, 30.0, 0.766, 3.0, 1.0, 0.5, 0.78, 1.0, 5000.0, 3.0, 37.0, 90.0, 1.0]
[6.867, 34.0, 0.943, 1.0, 4.0, 0.1, 0.57, 1.0, 5000.0, 1.0, 26.0, 97.0, 1.0]
[5.2739, 33.0, 0.836, 1.0, 3.0, 0.6, 0.41, 0.0, 5000.0, 2.0, 20.0, 119.0, 1.0]
[5.9792, 30.0, 0.998, 2.0, 2.0, 0.4, 0.18, 1.0, 5000.0, 1.0, 26.0, 88.0, 1.0]
[5.7033, 30.0, 0.904, 2.0, 1.0, 0.5, 0.67, 1.0, 5000.0, 2.0, 16.0, 113.0, 1.0]
[6.4566, 37.0, 0.801, 4.0, 3.0, 0.5, 0.54, 1.0, 5000.0, 2.0, 32.0, 93.0, 1.0]
[5.1196, 29.0, 0.95, 0.0, 0.0, 0.1, 0.12, 1.0, 5000.0, 2.0, 16.0, 81.0, 1.0]
[7.4419, 27.0, 0.795, 1.0, 3.0, 0.5, 0.51, 0.0, 5000.0, 2.0, 16.0, 95.0, 1.0]
[5.4158, 27.0, 0.907, 1.0, 0.0, 0.3, 0.81, 0.0, 5000.0, 1.0, 40.0, 114.0, 1.0]
[5.905, 34.0, 0.711, 3.0, 3.0, 0.1, 0.14, 1.0, 5000.0, 2.0, 33.0, 102.0, 1.0]
[6.6062, 27.0, 0.957, 0.0, 0.0, 0.2, 0.44, 0.0, 5000.0, 1.0, 10.0, 110.0, 1.0]
[5.6421, 31.0, 0.819, 0.0, 2.0, 0.6, 0.51, 1.0, 5000.0, 3.0, 36.0, 111.0, 1.0]
[5.9146, 35.0, 0.779, 4.0, 1.0, 0.2, 0.66, 1.0, 5000.0, 3.0, 16.0, 103.0, 1.0]
[5.8776, 28.0, 0.756, 3.0, 3.0, 0.7, 0.59, 1.0, 5000.0, 1.0, 14.0, 116.0, 1.0]
[6.6283, 29.0, 0.864, 1.0, 0.0, 0.4, 0.6, 0.0, 5000.0, 1.0, 39.0, 108.0, 1.0]
[6.3927, 31.0, 0.803, 2.0, 3.0, 0.7, 0.62, 1.0, 5000.0, 2.0, 33.0, 86.0, 1.0]
[5.9525, 34.0, 0.918, 3.0, 2.0, 0.5, 0.33, 1.0, 5000.0, 2.0, 14.0, 108.0, 1.0]
[6.0311, 32.0, 0.755, 3.0, 0.0, 0.1, 0.83, 1.0, 5000.0, 3.0, 32.0, 93.0, 1.0]
[5.1109, 29.0, 0.911, 2.0, 3.0, 0.4, 0.76, 1.0, 5000.0, 2.0, 38.0, 92.0, 1.0]
[6.9036, 30.0, 0.786, 1.0, 2.0, 0.2, 0.13, 1.0, 5000.0, 2.0, 13.0, 81.0, 1.0]
[7.1772, 29.0, 0.852, 1.0, 2.0, 0.3, 0.68, 0.0, 5000.0, 2.0, 37.0, 118.0, 1.0]
[6.0643, 29.0, 0.95, 1.0, 0.0, 0.7, 0.48, 0.0, 5000.0, 3.0, 26.0, 85.0, 1.0]
